.draw,param,value
73,v_Slearned_lMTRUE,3.0760638838
73,v_Slearned_lMFALSE,2.9146522390666667
73,sv_lMTRUE,0.8628446243666666
73,B_lRnovel,2.1942156120666665
73,B_lRlearned,1.8647790799666664
73,A,1.947274550866667
73,t0,0.18487391626666663
74,v_Snovel_lMTRUE,3.443570030866667
74,v_Snovel_lMFALSE,2.3077359302666665
74,v_Slearned_lMTRUE,3.0379815755333333
74,v_Slearned_lMFALSE,2.8855436034333333
74,sv_lMTRUE,0.8613090147
74,B_lRnovel,2.195150383
74,B_lRlearned,1.8519286453
74,A,1.9109222084
74,t0,0.18146546606666664
75,v_Snovel_lMTRUE,3.4535574319333335
75,v_Snovel_lMFALSE,2.329565685933334
75,v_Slearned_lMTRUE,3.0616198175
75,v_Slearned_lMFALSE,2.892151349066667
75,sv_lMTRUE,0.8690299933
75,B_lRnovel,2.2303965986
75,B_lRlearned,1.8728579488333337
75,A,1.8735307805666668
75,t0,0.17873528406666667
76,v_Snovel_lMTRUE,3.5175589417666666
76,v_Snovel_lMFALSE,2.3636673613
76,v_Slearned_lMTRUE,3.0840521132
76,v_Slearned_lMFALSE,2.9444215468
76,sv_lMTRUE,0.8729515244333333
76,B_lRnovel,2.2745881531
76,B_lRlearned,1.8895568814333332
76,A,1.8946357160666667
76,t0,0.17690571273333333
77,v_Snovel_lMTRUE,3.529504314066666
77,v_Snovel_lMFALSE,2.3689859097333335
77,v_Slearned_lMTRUE,3.0950196401666665
77,v_Slearned_lMFALSE,2.9542487359
77,sv_lMTRUE,0.8819245162333333
77,B_lRnovel,2.2504955046333333
77,B_lRlearned,1.8660096843666667
77,A,1.9020490027
77,t0,0.18262929893333332
78,v_Snovel_lMTRUE,3.4674300096333335
78,v_Snovel_lMFALSE,2.3039282266666667
78,v_Slearned_lMTRUE,3.0342949160333332
78,v_Slearned_lMFALSE,2.8905663457333333
78,sv_lMTRUE,0.8779392002666667
